title,price,author,description,Publisher,Pages,Edition,Genre,Language,Binding,Return Policy,Payment Policy,Rating
"['Why Has Nobody Told Me This Before?\xa0\xa0(Paperback, Dr Julie Smith)']",[''],['Dr Julie Smith'],[''],['Publisher: Michael Joseph'],['368 Pages'],[None],[None],['Language: English'],[None],[''],[''],['4.8']
"['One Piece Box Set 1 : East Blue And Baroque Works\xa0\xa0(Paperback, Eiichiro Oda)']","['₹2,234']",['Eiichiro Oda'],[''],"['Publisher: Viz Media, Subs. Of Shogakukan Inc']",['4720 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Pw Jee Mains 22 Years and Advance Pyq 46 Years Physics\xa0\xa0(English, Paperback, unknown)']",['₹520'],['unknown'],[''],['Publisher: Physics Wallah Private Limited'],[None],"['Edition: 2024, 2024']",['Genre: Technology & Engineering'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Osho Bestsellers In Hindi|- Jeevan Jine Ki Kala + Dhyan Sutra (Set of 2 Books)\xa0\xa0(Paperback, Osho)']",['₹194'],['Osho'],[''],['Publisher: Diamond Books'],['Pages: 332'],"['Edition: 1st, 2022']",['Genre: Religion & Spirituality'],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Workbook On ICSE Treasure Chest (Part 2, Class 10 ) With MCQ As Per The Latest ICSE 2025 Syllabus For Class 10\xa0\xa0(Paperback, Xavier Pinto)']",['₹271'],['Xavier Pinto'],"['Workbook On ICSE Treasure Chest (Part 2, Class 10 ) With MCQ As Per The Latest ICSE 2025 Syllabus']",['Publisher: BEETA PUBLICATIONS'],['200 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['UPSC Wala Love : Collector Sahiba By Kailash Manju Bishnoi + Sophie Ka Sansar : Pashchatya Jagat Ki Darshan Gatha By Jostein Gaarder\xa0\xa0(Paperback, Hindi, Kailash Manju Bishnoi, Jostein Gaarder)']",['₹615'],[''],['Reading books is a kind of enjoyment. Reading books is a good habit. We bring you a different kinds of books. You can carry this book where ever you want. It is easy to carry. It can be an ideal gift to yourself and to your loved ones. Care instruction keep away from fire.'],['Publisher: Rajkamal Prakashan & K B Raj Prakashan'],['639 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['CAT Exam 2025 book combo by Arun Sharma (Set of 4 books) - Quantitative Aptitude + Verbal Ability and Reading Comprehension + Logical Reasoning + Data Interpretation| Latest editions\xa0\xa0(Paperback, Arun Sharma, Meenakshi Upadhyay)']","['₹2,295']","['Arun Sharma, Meenakshi Upadhyay']",[''],['Publisher: McGraw Hill'],['Pages: 2968'],['Edition: 2024'],[None],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Pw Nta Neet Rankers Test Series 2025 Verified & Curated by Expert Faculties  - PW NTA NEET Rankers Test Series 2025\xa0\xa0(English, Paperback, unknown)']",['₹638'],['unknown'],[''],['Publisher: Physics Wallah Private Limited'],['Pages: 536'],"['Edition: 2024, 2024']",['Genre: Medical'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.7']
"[""Arihant's CBSE Chapterwise Question Bank Mathematics For Class 12th (2024-2011)\xa0\xa0(Paperback, expert)""]",['₹424'],['expert'],[''],['Publisher: experts publication'],['424 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['5']
"[""Sophie Ka Sansar ( Sophie's World ) In Hindi\xa0\xa0(Paperback, Hindi, Jostein Gaarder)""]",['₹345'],['Jostein Gaarder'],[''],['Publisher: rajkamal'],['455 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Parmar SSC General Samanya Vigyan\xa0\xa0(Paperback, Hindi, PARMAR SIR)']",['₹180'],['PARMAR SIR'],[''],['Publisher: PARMAR SSC'],['170 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['']
"['Ncert Polity Class 11 Political Theory And Indian Constitution At Work\xa0\xa0(Paperback, Team ncert)']",['₹370'],['Team ncert'],[''],['Publisher: Ncert publication'],['400 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Oswaal CBSE Sample Question Papers Class 9 Mathematics Book (For 2025 Exam)\xa0\xa0(Paperback, Oswaal Editorial Board)']",['₹249'],['Oswaal Editorial Board'],"['This product covers the following:\n•Fresh & Relevant with the Latest Typologies of Questions\n•Score Boosting Insights with 400 Questions & 150 Concepts(approx.)\n•Insider Tips & Techniques with On-Tips Notes, Mind Maps & Mnemonics\n•Exam Ready to Practice with 5 Solved & 5 Self-Assessment Papers']",['Publisher: Oswaal Books And Learning Private Limited'],['Pages: 128'],"['Edition: New, 2024']",[None],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Srimad Bhagavad Gita\xa0\xa0(Hardcover, Hindi, SHRI SHRIMAD A.C BHAKTI VEDANT SWAMI PARBHUPAD)']",['₹239'],['SHRI SHRIMAD A.C BHAKTI VEDANT SWAMI PARBHUPAD'],[''],['Publisher: BHAKTI VEDANT BOOK TRUST'],['644 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.7']
"['CAPSULE ELECTRICAL ENGINEERING FOR QUICK REVISION (English Medium)\xa0\xa0(Paperback, YCT)']",['₹195'],['YCT'],['ELECTRICAL ENGINEERING QUICK REVISION CAPSULE (Useful for All Electrical Engineering Competitive Exams...)'],['Publisher: Youth Competition Times'],['208 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Sneham Kamam Bhranthu\xa0\xa0(Paperback, Malayalam, JOSEPH ANNAMKUTTY JOSE)']",['₹269'],['JOSEPH ANNAMKUTTY JOSE'],[''],['Publisher: DC Books'],['296 Pages'],[None],[None],['Language: Malayalam'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.6']
"['Pw Jee Mains (22 Years) and Advance Pyq (46 Years) Physics, Chemistry, Mathematics Combo\xa0\xa0(English, Paperback, unknown)']","['₹2,117']",['unknown'],[''],['Publisher: Physics Wallah Private Limited'],[None],"['Edition: 2024, 2024']",['Genre: Technology & Engineering'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Quantitative Aptitude for CAT | 11th Edition (Latest) | Quant | CAT Preparation Exam Book 2025 | Previous Years Solved Papers (PYQ) | McGraw Hill edge Access: Mock Tests, Expert Sessions & Strategies\xa0\xa0(Paperback, Arun Sharma)']",['₹608'],['Arun Sharma'],[''],['Publisher: McGraw Hill'],['Pages: 910'],"['Edition: 11, 2024']",['Genre: Book'],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['My First 1000 Words Book : Early Learning Book For Kids | Words And Pictures Book | Shapes, Colours, Animals, Fruits, Vegetables, Body Parts, Things And Objects Around Us\xa0\xa0(Hardcover, Content Team at Target Publications)']",['₹275'],['Content Team at Target Publications'],[''],['Publisher: Target Publications Pvt. Ltd.'],['84 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Madhyamik Bhugol Alternative Textbook (Class-X)\xa0\xa0(Paperback, Bengali, Suvankar Paul)']",['₹300'],['Suvankar Paul'],['The book has been written according to the new syllabus of West Bengal Board of Secondary Education (WBBSE) as an Alternative Textbook for Geography subject. Students can use this book also as a reference as well.'],['Publisher: Topper’s Guide Publisher'],['240 Pages'],[None],[None],['Language: Bengali'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.6']
"['Pocket Gk Khan Sir Samany Gyan (Paperback, Hindi, Khan Sir)\xa0\xa0(Paperback, Hindi, KHAN SIR)']",['₹279'],['KHAN SIR'],"['Pocket Gk Khan Sir Samany Gyan (Paperback, Hindi, khan sir) (Paper back, Hindi, KHAN SIR)']",['Publisher: RBD Publication'],['540 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['RRB General Science Chapterwise & Sub-Topicwise Solved Papers (2024)\xa0\xa0(Paperback, Hindi, YCT)']",['₹417'],['YCT'],['RRB General Science Chapterwise & Sub-Topicwise Solved Papers (2024)'],['Publisher: Youth Competition Times'],['832 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['ATOMIC HABITS\xa0\xa0(Paperback, JAMES CLEAR)']",['₹155'],['JAMES CLEAR'],[''],['Publisher: RABZOT'],['Pages: 320'],"['Edition: 1, 2024']",[None],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Pw Pw Neet 12 Years Pyq Chapterwise and Topicwise Hindi\xa0\xa0(Hindi, Paperback, Kumar Gaurav)']",['₹359'],['Kumar Gaurav'],[''],['Publisher: Physics Wallah Private Limited'],[None],"['Edition: 2024, 2024']",['Genre: Medical'],['Language: Hindi'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['(English Medium) RRB MATHEMATICS Previous Year Chapterwise Solved Papers (2024)\xa0\xa0(Paperback, YCT)']",['₹398'],['YCT'],[''],['Publisher: Youth Competition Times'],['896 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Ankit Bhatti SIR Static GK 2023\xa0\xa0(Paperback, Hindi, Ankit Bhatti SIR)']",['₹199'],['Ankit Bhatti SIR'],[''],['Publisher: RP publication'],['208 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['English Speaking Course Book by Spoken English Guru  - Complete Basic to Advance Grammar & Spoken Topics\xa0\xa0(Paperback, Pooja Rana, Bikrant Rana, Aditya Rana)']",['₹220'],[''],"[""This book is the part of 90 Days English Speaking Course (Latest edition) of Spoken English Guru Brand. It's written by Aditya Sir. It's a must-buy for all Hindi medium students. This book covers complete grammar and spoken topics from basic to advanced level. The whole material is written in Hindi and English. It has a mini dictionary on the last few pages.""]",['Publisher: spoken english guru'],['Pages: 256'],"['Edition: Latest Edition 2024, 2024']",['Genre: English Education'],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.1']
"['General Practice Guide 3rd Edition\xa0\xa0(Perfect Paper Back, Hindi, Dr Amritesh Kumar)']",['₹309'],['Dr Amritesh Kumar'],[''],['Publisher: Hindu Chikitsa Awm Takniki Mhavidyalay'],['328 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['The Silent Patient + A Thousand Splendid Suns (2 Books Combo) Best Book\xa0\xa0(Paperback, Alex Michaelides)']",['₹288'],['Alex Michaelides'],[''],['Publisher: BOOKS INFO'],['599 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Magic Of Mathematics 14 Th Edition May 2022\xa0\xa0(Paperback, Marathi, NITIN MAHALE)']",['₹399'],['NITIN MAHALE'],[''],['Publisher: KOKILA PRAKASHAN'],['380 Pages'],[None],[None],['Language: Marathi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['General English By Ankit Bhati Sir\xa0\xa0(Paperback, Hindi, ANKIT BHATI)']",['₹250'],['ANKIT BHATI'],[''],['Publisher: ROJGAR PUBLICATION'],['410 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Kiran Ssc Mathematics Chapterwise & Typewise Solved Papers Hindi 10500+ Updated And Latest\xa0\xa0(Paperback, Hindi, S.N.PRASAD)']",['₹660'],['S.N.PRASAD'],['KIRAN SSC MATHEMATICS CHAPTERWISE & TYPEWISE SOLVED PAPERS HINDI  10500+ UPDATED AND LATEST'],['Publisher: KIRAN PRAKASHION'],['456 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['The Hard Thing About Hard Things - Building A Business When There are No Easy Answers (English, paperback, Horowitz Ben)\xa0\xa0(Paperback, Horowitz Ben)']",['₹171'],[''],[''],['Publisher: Bookish'],[None],[None],[None],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Bhartiya Kala Evam Sanskriti (Indian Art and Culture Hindi) for UPSC | 5th Edition | Civil Services Exam | State Administrative Exams\xa0\xa0(DEHLI, Nitin Singhania)']",['₹577'],['Nitin Singhania'],[''],['Publisher: McGraw Hill'],['Pages: 632'],"['Edition: 5th Edition, 2023']",['Genre: Civil Services Exam |\n State Administrative'],[None],['Binding: DEHLI'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.6']
"['TGT/PGT/GIC/DIET/LT/NTA NET JRf Geography Chapter-Wise Solved Papers 2023\xa0\xa0(Paperback, Hindi, yct)']",['₹372'],['yct'],[''],['Publisher: Youth Competition Times'],['864 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Indian Constitution & Polity (The Gist Of NCERT Class 6th To 12th)\xa0\xa0(Paperback, Hindi, Mahesh Kumar Barnwal)']",['₹385'],['Mahesh Kumar Barnwal'],['Use Ful for IAS PCS UGC NET & All Other Competitive Exams'],['Publisher: Cosmos Publicaion'],['336 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Pw Jee Mains (22 Years) and Advance Pyq (46 Years) Physics, Chemistry, Mathematics Combo\xa0\xa0(English, Paperback, unknown)']","['₹2,117']",['unknown'],[''],['Publisher: Physics Wallah Private Limited'],[None],"['Edition: 2024, 2024']",['Genre: Technology & Engineering'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['The psychology of money  - paperback, Morgan housel book with 1 Disc\xa0\xa0(Paperback, Morgan housel)']",['₹225'],['Morgan housel'],[''],['Publisher: Jaico public house'],['Pages: 242'],"['Edition: 1st Edition, 2020']","['Genre: self help books, personal growth books']",[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Indian Polity (Tamil) (For TNPSC And UPSC Competitive Exams) (இந்திய அரசியலமைப்பு)\xa0\xa0(Paperback, Tamil, Prof. Dr.K.Venkatesan)']",['₹425'],['Prof. Dr.K.Venkatesan'],"['This is very useful book in Tamil for the preparation of TNPSC and UPSC Exams. In this book, the Indian Constitution and its features have been explained in detail. Don\'t miss to buy it. ?????? ??????? ???????? ??????? ????? ??????? ???????? ?????? ???????? ""?????? ????????????"" ????????????? ???? ????????. ???? ??????? ?????? ???????? ?????? ?????? ??????? ?????????????? ??? ???????????? ????? ??? ????????.']",['Publisher: Varththamaanan Pathippagam'],['648 Pages'],[None],[None],['Language: Tamil'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Ishadi Nau Upanishad (Code 66) (Gita Press, Gorakhpur)\xa0\xa0(Hardcover, Hindi, Gita Press, Gorakhpur)']",['₹265'],[''],"['Ishadi Nau Upanishad (Gita Press, Gorakhpur) / Upnishad / Ishadi Nav Upnishad(Code 66)(Geeta Press)  (Hardcover, Hindi, Gita Press, Gorakhpur)']","['Publisher: Gita Press, Gorakhpur']",['544 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.6']
"['STARBUK All In One For Pre-Nursery To Primary Kids English And Hindi (My Favorite Big Plastic Board Book)\xa0\xa0(Hardcover, STARBUK)']",['₹350'],['STARBUK'],"['All in One books are the best way to teach children in a fun way. These books are attractively designed. It encourages children to learn more and more with each passing day. Colorful pictured book attracts children. its contains, English & Hindi Alphabet, Numbers, Colours, Shapes, Flowers, Fruits, Vegetables, Vechicles, Wild Animals, Domestic Animals & Pets, Insects, Reptiles & Amphibians, Birds, Computer Parts & Peripherals, Body Parts, Good Habits, Our Helpers, Festivals, Religion, Actions, Time, Clendar & Seasons, National Symbols, Indian Currency, Etc.']",['Publisher: STARBUK'],['32 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['(English Medium) RRB MATH + REASONING Previous Year Chapterwise Solved Papers With Solution\xa0\xa0(Paperback, YCT)']",['₹804'],['YCT'],['(English Medium) RRB MATH + REASONING Previous Year Chapterwise Solved Papers With Solution'],['Publisher: Youth Competition Times'],['1824 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Pw Jee Mains 22 Years and Advance Pyq 46 Years Physics\xa0\xa0(English, Paperback, unknown)']",['₹520'],['unknown'],[''],['Publisher: Physics Wallah Private Limited'],[None],"['Edition: 2024, 2024']",['Genre: Technology & Engineering'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Osho Bestsellers In Hindi|- Jeevan Jine Ki Kala + Dhyan Sutra (Set of 2 Books)\xa0\xa0(Paperback, Osho)']",['₹194'],['Osho'],[''],['Publisher: Diamond Books'],['Pages: 332'],"['Edition: 1st, 2022']",['Genre: Religion & Spirituality'],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Buddha And His Dhamma (Hindi)\xa0\xa0(Hardcover, Hindi, Dr. B. R. Ambedkar, Bhadant anand kostlyayan (Translator))']",['₹370'],[''],[''],['Publisher: SUDHIR PRAKASHAN'],['639 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.6']
"['Comprehension Kranti\xa0\xa0(Paperback, Prashant Solanki)']",['₹239'],['Prashant Solanki'],[''],['Publisher: Rankers Gurukul'],['488 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.6']
"['CAT Exam 2025 book combo by Arun Sharma (Set of 4 books) - Quantitative Aptitude + Verbal Ability and Reading Comprehension + Logical Reasoning + Data Interpretation| Latest editions\xa0\xa0(Paperback, Arun Sharma, Meenakshi Upadhyay)']","['₹2,295']","['Arun Sharma, Meenakshi Upadhyay']",[''],['Publisher: McGraw Hill'],['Pages: 2968'],['Edition: 2024'],[None],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Pw Nta Neet Rankers Test Series 2025 Verified & Curated by Expert Faculties  - PW NTA NEET Rankers Test Series 2025\xa0\xa0(English, Paperback, unknown)']",['₹638'],['unknown'],[''],['Publisher: Physics Wallah Private Limited'],['Pages: 536'],"['Edition: 2024, 2024']",['Genre: Medical'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.7']
"['Demon Slayer: Kimetsu No Yaiba, Vol. 1,2,3,4 Combo Set\xa0\xa0(Paperback, Koyoharu Gotouge)']",['₹404'],['Koyoharu Gotouge'],['Demon slayer combo anime for everyage group can read this fiction story'],['Publisher: VIZ Media LLC'],['192 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.1']
"['The Secret & The Magic, Two Boks Combo Of RhonDa ByrnE\xa0\xa0(Paperback, Rhonda byrne)']",['₹205'],['Rhonda byrne'],"['""The Magic, an audiobook written and narrated by Rhonda Byrne, is without a doubt a powerful and transformative book that should be in everyone\'s library. This listening experience is about understanding the power of gratitude and thought, allowing us to unlock the inner life-changing potential that exists within all of us. The narration style of Rhonda Byrne is not only informative but also enthralling – her calming voice carries you through each chapter with clarity and insight. Whether you\'re looking for inspiration or knowledge, The Magic will be sure to provide both. As an audiobook listener I highly recommend it to anyone looking for a way to increase self-awareness, happiness and abundance in their lives.""']",['Publisher: Simon'],['600 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Geography of India for UPSC (English) by Majid Husain | 10th Edition | Civil Services Exam- Prelims and Mains 2025 | State PSCs civil services exams/PCS exams with 1 Disc\xa0\xa0(English, Paperback, unknown)']",['₹575'],['unknown'],[''],['Publisher: McGraw Hill Education India'],['Pages: 944'],"['Edition: 10th edition, 2022']",['Genre: Science'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Ace Reasoning Ability For Banking And Insurance Book 2021 (Latest Hindi Edition)\xa0\xa0(Paperback, Hindi, Adda247 Publications)']",['₹328'],['Adda247 Publications'],[''],['Publisher: Adda247 Publications'],['477 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Oswaal CBSE Sample Question Papers Class 9 Mathematics Book (For 2025 Exam)\xa0\xa0(Paperback, Oswaal Editorial Board)']",['₹249'],['Oswaal Editorial Board'],"['This product covers the following:\n•Fresh & Relevant with the Latest Typologies of Questions\n•Score Boosting Insights with 400 Questions & 150 Concepts(approx.)\n•Insider Tips & Techniques with On-Tips Notes, Mind Maps & Mnemonics\n•Exam Ready to Practice with 5 Solved & 5 Self-Assessment Papers']",['Publisher: Oswaal Books And Learning Private Limited'],['Pages: 128'],"['Edition: New, 2024']",[None],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Srimad Bhagavad Gita\xa0\xa0(Hardcover, Hindi, SHRI SHRIMAD A.C BHAKTI VEDANT SWAMI PARBHUPAD)']",['₹239'],['SHRI SHRIMAD A.C BHAKTI VEDANT SWAMI PARBHUPAD'],[''],['Publisher: BHAKTI VEDANT BOOK TRUST'],['644 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.7']
"[""Holy Bible English Standard Version (ESV) Thinline Edition With Concordance Containing Old And New Testament BSI\xa0\xa0(Hardcover, God's Word)""]",['₹580'],"[""God's Word""]",['Esv text edition: 2016 ; Copyright 2001 by Crossway .'],['Publisher: Bible Society Of India'],['1104 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.7']
"['Sugam Hindi Grammar And Composition (Vyakaran Evam Rachna) By Ratanlal Goyal Hindi, Ratanlal Goyal)\xa0\xa0(Paperback, Hindi, Ratanlaal goyal ""bhavi"")']",['₹220'],"['Ratanlaal goyal ""bhavi""']",[''],['Publisher: Chavan publication'],['312 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Quantitative Aptitude for CAT | 11th Edition (Latest) | Quant | CAT Preparation Exam Book 2025 | Previous Years Solved Papers (PYQ) | McGraw Hill edge Access: Mock Tests, Expert Sessions & Strategies\xa0\xa0(Paperback, Arun Sharma)']",['₹608'],['Arun Sharma'],[''],['Publisher: McGraw Hill'],['Pages: 910'],"['Edition: 11, 2024']",['Genre: Book'],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['ATOMIC HABITS\xa0\xa0(Paperback, JAMES CLEAR)']",['₹155'],['JAMES CLEAR'],[''],['Publisher: RABZOT'],['Pages: 320'],"['Edition: 1, 2024']",[None],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Lucent General Science 2024 Latest Edition\xa0\xa0(Paperback, lucent)']",['₹319'],['lucent'],[''],['Publisher: lucent india'],['398 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Pw Neet 12 Years Pyq Chapterwise and Topicwise English\xa0\xa0(English, Paperback, Kant Ravi)']",['₹346'],['Kant Ravi'],[''],['Publisher: Physics Wallah Private Limited'],[None],"['Edition: 2024, 2024']",['Genre: Medical'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['UGC NET/JRF General Paper-I Previous Year Chapterwise Solved Papers (2024)\xa0\xa0(Paperback, Hindi, YCT)']",['₹395'],['YCT'],['UGC NET/JRF General Paper-I Previous Year Chapterwise Solved Papers (2024)'],['Publisher: Youth Competition Times'],['672 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"[""S.k Agniveer Bhartiya Thalsena General Duty ( G.D ) + Agniveer Bhartiya Thalsena General Duty ( G.D ) 50 Abhyas Paper's Sets By Ram Singh Yadav, Yajvender Yadav\xa0\xa0(Paperback, Hindi, Ram Singh Yadav, Yajvender Yadav)""]",['₹326'],[''],[''],['Publisher: S.K PUBLICATION'],['500 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Pw Pw Neet 12 Years Pyq Chapterwise and Topicwise Hindi\xa0\xa0(Hindi, Paperback, Kumar Gaurav)']",['₹359'],['Kumar Gaurav'],[''],['Publisher: Physics Wallah Private Limited'],[None],"['Edition: 2024, 2024']",['Genre: Medical'],['Language: Hindi'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['A Complete Book On Data Interpretation & Analysis And A Complete Book For Seating Arrangement And Puzzles (A Combined Set Of Two Books) Third Edition\xa0\xa0(Paperback, Adda247 Publications)']",['₹649'],['Adda247 Publications'],[''],['Publisher: Adda247 Publications'],['940 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Dhyan, Premyog, Karmyog, Gyanyog, Bhaktiyog & Rajyog - Set 6 Books By Swami Vivekananda\xa0\xa0(Paperback, Hindi, Swami Vivekananda)']",['₹940'],['Swami Vivekananda'],"['Dhyan, Premyog, Karmyog, Gyanyog, Bhaktiyog & Rajyog  - Set 6 Books By Swami Vivekananda']",['Publisher: Sahitya Sarowar'],['800 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['']
"['Railway Reasoning 6300 TCS MCQ Chapter Wise Book Hindi Medium\xa0\xa0(Paperback, Hindi, Pinnacle Publications)']",['₹435'],['Pinnacle Publications'],[''],['Publisher: Pinnacle Publications'],['589 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['English Speaking Course Book by Spoken English Guru  - Complete Basic to Advance Grammar & Spoken Topics\xa0\xa0(Paperback, Pooja Rana, Bikrant Rana, Aditya Rana)']",['₹220'],[''],"[""This book is the part of 90 Days English Speaking Course (Latest edition) of Spoken English Guru Brand. It's written by Aditya Sir. It's a must-buy for all Hindi medium students. This book covers complete grammar and spoken topics from basic to advanced level. The whole material is written in Hindi and English. It has a mini dictionary on the last few pages.""]",['Publisher: spoken english guru'],['Pages: 256'],"['Edition: Latest Edition 2024, 2024']",['Genre: English Education'],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.1']
"['General Practice Guide 3rd Edition\xa0\xa0(Perfect Paper Back, Hindi, Dr Amritesh Kumar)']",['₹309'],['Dr Amritesh Kumar'],[''],['Publisher: Hindu Chikitsa Awm Takniki Mhavidyalay'],['328 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
